播放列表由,#genre#
凤凰中文高清,http://183.130.34.138:9011/udp/233.50.200.42:5140
凤凰中文HD,http://118.249.39.59:9999/udp/239.76.253.135:9000
凤凰资讯高清,http://110.179.80.97:8082/udp/239.1.1.127:8127
凤凰卫视高清,http://110.179.80.97:8082/udp/239.1.1.126:8126
凤凰资讯高清,http://220.184.243.49:9999/udp/233.50.200.192:5140
凤凰中文高清,http://220.184.243.49:9999/udp/233.50.200.191:5140
凤凰中文高清,http://220.184.243.49:9999/udp/233.50.200.42:5140
凤凰资讯,http://175.152.57.37:19999/udp/239.93.1.4:2191
凤凰资讯,http://175.152.57.37:19999/udp/239.93.0.118:2191
凤凰中文,http://175.152.57.37:19999/udp/239.93.1.9:2192
凤凰中文,http://175.152.57.37:19999/udp/239.93.0.162:2192
凤凰资讯HD,http://175.9.160.102:9999/udp/239.76.246.135:1234
凤凰资讯HD,http://175.9.160.102:9999/udp/239.76.253.134:9000
凤凰中文HD,http://175.9.160.102:9999/udp/239.76.253.135:9000
凤凰中文HD,http://175.9.160.102:9999/udp/239.76.246.134:1234
凤凰中文HD,http://175.9.160.102:9999/udp/239.76.246.7:1234
凤凰资讯HD,http://175.9.160.102:9999/udp/239.76.246.8:1234
凤凰资讯高清,http://60.177.11.57:4022/udp/233.50.200.192:5140
凤凰中文高清,http://60.177.11.57:4022/udp/233.50.200.191:5140
凤凰中文高清,http://60.177.11.57:4022/udp/233.50.200.42:5140
凤凰资讯高清,http://223.10.214.230:6006/udp/239.1.1.127:8127
凤凰卫视高清,http://223.10.214.230:6006/udp/239.1.1.126:8126
凤凰资讯高清,http://223.10.214.216:6000/udp/239.1.1.127:8127
凤凰卫视高清,http://223.10.214.216:6000/udp/239.1.1.126:8126
凤凰资讯高清,http://223.10.214.254:6009/udp/239.1.1.127:8127
凤凰卫视高清,http://223.10.214.254:6009/udp/239.1.1.126:8126
凤凰资讯高清,http://223.10.214.230:6007/udp/239.1.1.127:8127
凤凰卫视高清,http://223.10.214.230:6007/udp/239.1.1.126:8126
凤凰香港,http://www.lebaobei.top:6868/udp/239.255.30.123:8231
凤凰资讯高清,http://223.10.214.108:6007/udp/239.1.1.127:8127
凤凰卫视高清,http://223.10.214.108:6007/udp/239.1.1.126:8126
凤凰资讯HD,http://123.97.80.193:55555/udp/233.50.200.192:5140
凤凰资讯高清,http://223.10.214.222:6003/udp/239.1.1.127:8127
凤凰卫视高清,http://223.10.214.222:6003/udp/239.1.1.126:8126
凤凰资讯高清,http://223.10.214.216:6003/udp/239.1.1.127:8127
凤凰卫视高清,http://223.10.214.216:6003/udp/239.1.1.126:8126
凤凰资讯高清,http://122.234.145.226:4022/udp/233.50.200.192:5140
凤凰中文高清,http://122.234.145.226:4022/udp/233.50.200.191:5140
凤凰中文高清,http://122.234.145.226:4022/udp/233.50.200.42:5140
凤凰资讯,http://171.213.211.208:8088/udp/239.93.1.4:2191
凤凰资讯,http://171.213.211.208:8088/udp/239.93.0.118:2191
凤凰中文,http://171.213.211.208:8088/udp/239.93.1.9:2192
凤凰中文,http://171.213.211.208:8088/udp/239.93.0.162:2192
凤凰资讯,http://118.116.80.3:7788/udp/239.93.1.4:2191
凤凰资讯,http://118.116.80.3:7788/udp/239.93.0.118:2191
凤凰中文,http://118.116.80.3:7788/udp/239.93.1.9:2192
凤凰中文,http://118.116.80.3:7788/udp/239.93.0.162:2192
凤凰资讯高清,http://223.10.214.216:6001/udp/239.1.1.127:8127
凤凰卫视高清,http://223.10.214.216:6001/udp/239.1.1.126:8126
凤凰资讯,http://171.213.131.203:9100/udp/239.93.1.4:2191
凤凰资讯,http://171.213.131.203:9100/udp/239.93.0.118:2191
凤凰中文,http://171.213.131.203:9100/udp/239.93.1.9:2192
凤凰中文,http://171.213.131.203:9100/udp/239.93.0.162:2192
凤凰资讯高清,http://115.237.110.23:8888/udp/233.50.200.192:5140
凤凰中文高清,http://115.237.110.23:8888/udp/233.50.200.191:5140
凤凰中文高清,http://115.237.110.23:8888/udp/233.50.200.42:5140
凤凰资讯高清,http://223.10.214.254:6008/udp/239.1.1.127:8127
凤凰卫视高清,http://223.10.214.254:6008/udp/239.1.1.126:8126
湖南凤凰古城南华山,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8?contentid=2820180516001
湖南凤凰古城东关门,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8?contentid=2820180516001
凤凰资讯高清,http://122.238.63.75:4022/udp/233.50.200.192:5140
凤凰中文高清,http://122.238.63.75:4022/udp/233.50.200.191:5140
凤凰中文高清,http://122.238.63.75:4022/udp/233.50.200.42:5140
凤凰资讯,http://171.213.134.85:55555/udp/239.93.1.4:2191
凤凰资讯,http://171.213.134.85:55555/udp/239.93.0.118:2191
凤凰中文,http://171.213.134.85:55555/udp/239.93.1.9:2192
凤凰中文,http://171.213.134.85:55555/udp/239.93.0.162:2192
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯HD,http://218.72.32.160:82/udp/233.50.200.192:5140
凤凰中文HD,http://218.72.32.160:82/udp/233.50.200.42:5140
凤凰中文HD,http://115.201.186.35:9999/udp/233.50.200.191:5140
凤凰中文HD,http://1.70.32.27:8084/udp/239.1.1.126:8126
凤凰资讯HD,http://60.162.93.180:9999/udp/233.50.200.192:5140
鳳凰香港,http://cookies.elementfx.com/ublive/ublive.php?id=2810
凤凰新闻,https://edge1.laotv.la/live/PhoenixNews/index.m3u8
東森綜合,http://122.117.71.103:8523/http/220.130.87.218:8081/hls/63/805/ch012.m3u8
東森新聞,http://122.117.71.103:8539/http/220.130.87.218:8081/hls/63/805/ch010.m3u8
東森新聞,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvnews
东森新闻,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476998.m3u8
东森新闻,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/479200.m3u8
東森電影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
东森戏剧,http://50.7.234.10:8278/ettvdrama/playlist.m3u8?tid=m921dcb630ebe17354109&ct=17874&tsum=695370160923af940d1a90d44c262acc
东森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=MC2C7134276471342764&ct=19225&tsum=4889d0c08d077336bd5066b912891aee
東森新聞,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=MD8D8672451386724513&ct=19234&tsum=d08fdb1dd5078503ffd859a065bc9290
东森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MEDE1688528216885282&ct=19193&tsum=843fbd698e260c1fcda128dce85ead3b
東森新聞,http://fm1077.serv00.net/Smart.php?id=ettvnews
东森戏剧,http://50.7.234.10:8278/ettvdrama/playlist.m3u8?tid=MA2A9945921599459215&ct=19249&tsum=c9097ecdf4a17c0922196dbf04b0c6e7
东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
東森財經,http://50.7.234.10:8278/ettvcaijing_twn/playlist.m3u8?tid=MD5D9010164090101640&ct=19225&tsum=cc229773020f89af853b23d81e0e6371
東森綜合,http://fm1077.serv00.net/Smart.php?id=ettvzhonghe
东森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=MB7B8303252483032524&ct=19249&tsum=14f89967cdf6c504230be29a87cc54f0
东森财经新闻,http://50.7.234.10:8278/ettvcaijing_twn/playlist.m3u8?tid=MB8B2069463920694639&ct=19249&tsum=05ff51a1b274ce7d31d05bbf11df18ad
东森新闻美国,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森財經新聞,http://fm1077.serv00.net/Smart.php?id=ettvcaijing_twn
